convo.id,speaker,turn.text
3063, YOU," great , you got a deal . "
3064,YOU, the hat and 2 balls for me 
3064, THEM, how about i take the hat and the two books and you can have all of the balls ? 
3064, YOU, i take the hat and leave you the rest 
3064, THEM, ok 
3065,THEM, the hat and 2 balls for me 
3065, YOU, how about i take the hat and the two books and you can have all of the balls ? 
3065, THEM, i take the hat and leave you the rest 
3065, YOU, ok 
3066,YOU," hey i like the hats and the balls , couldn't dream of parting with any "
3066, THEM," how about i take the book , one hat and one ball ? "
3066, YOU, i want both balls and a hat 
3066, THEM," no deal , you can have the two balls if you want . and i`ll take the book and two hats "
3066, YOU, no deal 
3066, THEM, 2 balls and the book . and i`ll take 2 hats 
3066, YOU, i dont want this book 
3066, THEM," then give me the book and 2 hats , and you can have the 2 balls "
3066, YOU, i want both hats and a ball 
3066, THEM," it`s not worth , just let me have them and we can move on . one book and 2 hats , or one of each (you said you don`t want the book) "
3067,THEM," hey i like the hats and the balls , couldn't dream of parting with any "
3067, YOU," how about i take the book , one hat and one ball ? "
3067, THEM, i want both balls and a hat 
3067, YOU," no deal , you can have the two balls if you want . and i`ll take the book and two hats "
3067, THEM, no deal 
3067, YOU, 2 balls and the book . and i`ll take 2 hats 
3067, THEM, i dont want this book 
3067, YOU," then give me the book and 2 hats , and you can have the 2 balls "
3067, THEM, i want both hats and a ball 
3067, YOU," it`s not worth , just let me have them and we can move on . one book and 2 hats , or one of each (you said you don`t want the book) "
3068,YOU, i'd like the hat and the book 
3068, THEM, i'd like the balls and the hat 
3068, YOU, you can have the balls and the book 
3068, THEM, ok 
3069,THEM, i'd like the hat and the book 
3069, YOU, i'd like the balls and the hat 
3069, THEM, you can have the balls and the book 
3069, YOU, ok 
3070,YOU," id like the book , and both hats "
3070, THEM, no deal 
3070, YOU, care to counter . . . its not my job 
3070, THEM, i want one of each 
3070, YOU, no . . . i need the book and can live with one hat . . . both balls and a hat to you 
3070, THEM, deal 
3071,THEM," id like the book , and both hats "
3071, YOU, no deal 
3071, THEM, care to counter . . . its not my job 
3071, YOU, i want one of each 
3071, THEM, no . . . i need the book and can live with one hat . . . both balls and a hat to you 
3071, YOU, deal 
3072,THEM, let's go 50 / 50 . . . i want two books and one ball 
3072, YOU, how about i take both basketballs and you have the rest ? 
3072, THEM, kool . good deal . 
3073,YOU, let's go 50 / 50 . . . i want two books and one ball 
3073, THEM, how about i take both basketballs and you have the rest ? 
3073, YOU, kool . good deal . 
3074,THEM, you get the balls i get the rest 
3074, YOU, sounds good ! thanks 
3075,YOU, you get the balls i get the rest 
3075, THEM, sounds good ! thanks 
3076,YOU, i just want the hats 
3076, THEM, you can have two hats and i can get the rest ? 
3076, YOU," no sorry , i want two hats and one ball "
3076, THEM, that won't work for me . you can have the hats and i'll take everything else if that works for you 
3076, YOU, perfect 
3077,THEM, i just want the hats 
3077, YOU, you can have two hats and i can get the rest ? 
3077, THEM," no sorry , i want two hats and one ball "
3077, YOU, that won't work for me . you can have the hats and i'll take everything else if that works for you 
3077, THEM, perfect 
3078,THEM, i'd like the books and hat 
3078, YOU, you can have all of the books . i need the hat and the ball 
3078, THEM, ok deal 
3079,YOU, i'd like the books and hat 
3079, THEM, you can have all of the books . i need the hat and the ball 
3079, YOU, ok deal 
3080,YOU, i need the ball and two hats 
3080, THEM, that means i get the book and 1 hat . 
3080, YOU, yep 
3080, THEM, deal 
3081,THEM, i need the ball and two hats 
3081, YOU, that means i get the book and 1 hat . 
3081, THEM, yep 
3081, YOU, deal 
3082,YOU," gimme hat , you have rest "
3082, THEM, deal . 
3083,THEM," gimme hat , you have rest "
3083, YOU, deal . 
3084,THEM," i'd like the book , and one ball "
3084, YOU, can you take the two hats instead of the book ? 
3084, THEM," yep , deal "
3085,YOU," i'd like the book , and one ball "
3085, THEM, can you take the two hats instead of the book ? 
3085, YOU," yep , deal "
3086,THEM, i want the hat the rest you can have 
3086, YOU," no way , i want the hat and 1 ball , you can have the rest . "
3086, THEM, cant do that i need the hat rest is yours 
3086, YOU," fine , i will agree to 4 balls and a book . agreed ? "
3086, THEM, yes 
3087,YOU, i want the hat the rest you can have 
3087, THEM," no way , i want the hat and 1 ball , you can have the rest . "
3087, YOU, cant do that i need the hat rest is yours 
3087, THEM," fine , i will agree to 4 balls and a book . agreed ? "
3087, YOU, yes 
3088,YOU," hi ! how about i keep the hats , and you take the balls and the book ? "
3088, THEM, sounds fair 
3089,THEM," hi ! how about i keep the hats , and you take the balls and the book ? "
3089, YOU, sounds fair 
3090,THEM, what if i take the book and the hat and you can have all the balls 
3090, YOU, i need the hat . would you be able to give me the hat and two balls and you can have the rest ? 
3090, THEM, ok 
3090, YOU, thank you ! 
3091,YOU, what if i take the book and the hat and you can have all the balls 
3091, THEM, i need the hat . would you be able to give me the hat and two balls and you can have the rest ? 
3091, YOU, ok 
3091, THEM, thank you ! 
3092,YOU, gimme balls 
3092, THEM, you can have all the balls if i get the hat and the book 
3093,THEM, gimme balls 
3093, YOU, you can have all the balls if i get the hat and the book 
3094,THEM, i need the book and two hats 
3094, YOU," i need book , and one hat , and one ball "
3094, THEM," i can give you both balls and a hat , but i need the book and a hat to make a deal "
3095,YOU, i need the book and two hats 
3095, THEM," i need book , and one hat , and one ball "
3095, YOU," i can give you both balls and a hat , but i need the book and a hat to make a deal "
3096,YOU, i would like the book and ball you can have 3 hats 
3096, THEM, deal 
3097,THEM, i would like the book and ball you can have 3 hats 
3097, YOU, deal 
3098,THEM, i can give you all the balls if i get the rest . 
3098, YOU, no i want the hat and 2 books or 2 balls 
3098, THEM, you can have the hat and two balls if i get all the books 
3098, YOU, okay deal 
3099,YOU, i can give you all the balls if i get the rest . 
3099, THEM, no i want the hat and 2 books or 2 balls 
3099, YOU, you can have the hat and two balls if i get all the books 
3099, THEM, okay deal 
3100,YOU, i'll take the hat and basketball . 
3100, THEM, i agree . 
3101,THEM, i'll take the hat and basketball . 
3101, YOU, i agree . 
3102,YOU, i will give you both hats if you give me both balls 
3102, THEM," i'll take the ball , the rest to you "
3102, YOU, deal 
3103,THEM, i will give you both hats if you give me both balls 
3103, YOU," i'll take the ball , the rest to you "
3103, THEM, deal 
3104,THEM, i'll take the hat abd both books 
3104, YOU, i can't give up the hat . 
3104, THEM, i need the hat . 
3104, YOU, so do i . i absolutely will not make a deal if i don't get the hat . 
3104, THEM, okay no deal 
3104, YOU, ok no deal 
3104, THEM, no deal 
3104, YOU, no deal 
3104, THEM, no way 
3104, YOU, no how 
3105,YOU, i'll take the hat abd both books 
3105, THEM, i can't give up the hat . 
3105, YOU, i need the hat . 
3105, THEM, so do i . i absolutely will not make a deal if i don't get the hat . 
3105, YOU, okay no deal 
3105, THEM, ok no deal 
3105, YOU, no deal 
3105, THEM, no deal 
3105, YOU, no way 
3105, THEM, no how 
3106,THEM, i'd like the book and the ball for sure . what do you want ? 
3106, YOU," i'll take the hats , you keep the book and the ball ? "
3106, THEM, could i also get one hat ? 
3106, YOU," would lose points with that . i assume ball and book are high value to me , so i went with a compromise . "
3106, THEM, i'm also compromising and losing points . 
3106, YOU," i'll take three hats and either the book or ball if you'd like a hat , otherwise ; i would need all 4 hats to be fair . "
3106, THEM," okay , i'm taking book and ball . you get all hats . "
3106, YOU, sounds fair . thank you ! i agree . 
3107,YOU, i'd like the book and the ball for sure . what do you want ? 
3107, THEM," i'll take the hats , you keep the book and the ball ? "
3107, YOU, could i also get one hat ? 
3107, THEM," would lose points with that . i assume ball and book are high value to me , so i went with a compromise . "
3107, YOU, i'm also compromising and losing points . 
3107, THEM," i'll take three hats and either the book or ball if you'd like a hat , otherwise ; i would need all 4 hats to be fair . "
3107, YOU," okay , i'm taking book and ball . you get all hats . "
3107, THEM, sounds fair . thank you ! i agree . 
3108,YOU, you can have the balls if i can have the rest 
3108, THEM, can't give up the book . you can have all of the hats though 
3108, YOU, i cannot give up the book either 
3108, THEM, i will give you all of the balls and the hats 
3108, YOU, no deal 
3108, THEM, i can't leave without the book 
3108, YOU, no deal then 
3108, THEM, no deal 
3108, YOU, ok 
3108, THEM, how does the no deal button appear ? 
3109,THEM, you can have the balls if i can have the rest 
3109, YOU, can't give up the book . you can have all of the hats though 
3109, THEM, i cannot give up the book either 
3109, YOU, i will give you all of the balls and the hats 
3109, THEM, no deal 
3109, YOU, i can't leave without the book 
3109, THEM, no deal then 
3109, YOU, no deal 
3109, THEM, ok 
3109, YOU, how does the no deal button appear ? 
3110,THEM, i would like the hat and the ball . 
3110, YOU, how about you take the hat and 1 book 
3110, THEM, deal . 
3110, YOU, deal 
3111,YOU, i would like the hat and the ball . 
3111, THEM, how about you take the hat and 1 book 
3111, YOU, deal . 
3111, THEM, deal 
3112,YOU, i want a ball a hat and a book 
3112, THEM, gimme books and hat 
3112, YOU, how about i give you a ball and the books 
3112, THEM, ok 
3113,THEM, i want a ball a hat and a book 
3113, YOU, gimme books and hat 
3113, THEM, how about i give you a ball and the books 
3113, YOU, ok 
3114,THEM," i'd like 4 books , 1 ball and 1 hat . deal ? "
3114, YOU, can i have the ball and 1 book 
3114, THEM," yes , that works . "
3114, YOU," great , thanks "
3115,YOU," i'd like 4 books , 1 ball and 1 hat . deal ? "
3115, THEM, can i have the ball and 1 book 
3115, YOU," yes , that works . "
3115, THEM," great , thanks "
3116,YOU, hi 
3116, THEM, hello 
3116, YOU, ill give you the basketballs if you give me the hat 
3116, THEM, ok can i have the book too ? 
3116, YOU, okay 
3116, THEM, deal so you get the hat and i get the book and the basketballs ? 
3116, YOU, yes 
3116, THEM, agreed ! 
3117,THEM, hi 
3117, YOU, hello 
3117, THEM, ill give you the basketballs if you give me the hat 
3117, YOU, ok can i have the book too ? 
3117, THEM, okay 
3117, YOU, deal so you get the hat and i get the book and the basketballs ? 
3117, THEM, yes 
3117, YOU, agreed ! 
3118,THEM, hi there i would like to keep the basketball and at least 1 book 
3118, YOU," that is too much , i need both books , how about you get one ball and one hat . "
3118, THEM, you get both books and i'll take the ball and both hats 
3118, YOU," fine , i guess that will have to do . "
3118, THEM," thanks , that is a deal ! "
3119,YOU, hi there i would like to keep the basketball and at least 1 book 
3119, THEM," that is too much , i need both books , how about you get one ball and one hat . "
3119, YOU, you get both books and i'll take the ball and both hats 
3119, THEM," fine , i guess that will have to do . "
3119, YOU," thanks , that is a deal ! "
3120,THEM, can i have the ball and one hat ? 
3120, YOU," both hats and 2 books for me , 2 books and ball for you "
3120, THEM," no , 2 hats for me and the ball . don`t want the books "
3120, YOU, split the hats or no deal 
3120, THEM," if i give you one hat , i need 2 books "
3120, YOU, 3 books and one hat to me or no deal 
3120, THEM," ok , take 3 books and one hat "
3121,YOU, can i have the ball and one hat ? 
3121, THEM," both hats and 2 books for me , 2 books and ball for you "
3121, YOU," no , 2 hats for me and the ball . don`t want the books "
3121, THEM, split the hats or no deal 
3121, YOU," if i give you one hat , i need 2 books "
3121, THEM, 3 books and one hat to me or no deal 
3121, YOU," ok , take 3 books and one hat "
3122,THEM, i could use the hats 
3122, YOU, if i can have everything else you can have the hats . would that work for you ? 
3122, THEM, yes it would 
3122, YOU, okay ! thank you ! 
3123,YOU, i could use the hats 
3123, THEM, if i can have everything else you can have the hats . would that work for you ? 
3123, YOU, yes it would 
3123, THEM, okay ! thank you ! 
3124,THEM," hey , the book and the hat are very important to me "
3124, YOU, i think we might both be in the same boat 
3124, THEM, do you want all the basketballs and i keep the hat and book ? 
3124, YOU," that's not going to work for me , what's more valuable to you the hat or the book ? maybe we can each get one then split the bballs ? "
3124, THEM, i keep the book and all the balls then ? 
3124, YOU, i'll give you the book and 2 balls 
3124, THEM, ok 
3125,YOU," hey , the book and the hat are very important to me "
3125, THEM, i think we might both be in the same boat 
3125, YOU, do you want all the basketballs and i keep the hat and book ? 
3125, THEM," that's not going to work for me , what's more valuable to you the hat or the book ? maybe we can each get one then split the bballs ? "
3125, YOU, i keep the book and all the balls then ? 
3125, THEM, i'll give you the book and 2 balls 
3125, YOU, ok 
3126,THEM, i'd like the book and two balls . you can have both hats . 
3126, YOU, ok 
3126, THEM, so it's a deal ? 
3127,YOU, i'd like the book and two balls . you can have both hats . 
3127, THEM, ok 
3127, YOU, so it's a deal ? 
3128,THEM, what would you like 
3128, YOU, i want the hats . 
3128, THEM, and i get the rest ? deal 
3128, YOU, yeah . 
3129,YOU, what would you like 
3129, THEM, i want the hats . 
3129, YOU, and i get the rest ? deal 
3129, THEM, yeah . 
3130,THEM, i'd like balls and hat and you can have books . deal ? 
3130, YOU, how about i have books and hat and you have the 3 balls ? 
3130, THEM, i really need the hat to go with the balls 
3130, YOU," ok , i will take the books and you can have the rest . "
3130, THEM, deal . 
3131,YOU, i'd like balls and hat and you can have books . deal ? 
3131, THEM, how about i have books and hat and you have the 3 balls ? 
3131, YOU, i really need the hat to go with the balls 
3131, THEM," ok , i will take the books and you can have the rest . "
3131, YOU, deal . 
3132,YOU, i would like the book and all 3 balls . 
3132, THEM, i would like the book too . 
3132, YOU, would you take both hats instead ? 
3132, THEM, no . how about i give you the 3 balls and 1 hat . i keep the book and 1 hat . 
3132, YOU," ok , that will work . "
3133,THEM, i would like the book and all 3 balls . 
3133, YOU, i would like the book too . 
3133, THEM, would you take both hats instead ? 
3133, YOU, no . how about i give you the 3 balls and 1 hat . i keep the book and 1 hat . 
3133, THEM," ok , that will work . "
3134,YOU, what would you like 
3134, THEM, the hats and a ball 
3134, YOU, one ball and all hats 
3134, THEM, i want both hats 
3134, YOU, only hats then 
3134, THEM, ok 
3135,THEM, what would you like 
3135, YOU, the hats and a ball 
3135, THEM, one ball and all hats 
3135, YOU, i want both hats 
3135, THEM, only hats then 
3135, YOU, ok 
3136,THEM, can i have the hate and 1 ball . 
3136, YOU, i can not make that deal . you can have the hat if i can have all of the balls and books 
3136, THEM, okay . 
3136, YOU, okay thank you ! 
3137,YOU, can i have the hate and 1 ball . 
3137, THEM, i can not make that deal . you can have the hat if i can have all of the balls and books 
3137, YOU, okay . 
3137, THEM, okay thank you ! 
3138,THEM, i keep the book you get the rest 
3138, YOU, deal 
3138, THEM, deal 
3139,YOU, i keep the book you get the rest 
3139, THEM, deal 
3139, YOU, deal 
3140,YOU, i just want the book and balls and you can have all of the hats 
3140, THEM, really close on a deal . you can have the book i want the hats and 1 ball . 
3140, YOU," unfortunately i cannot give up the balls , but i will compromise and give you the book and hats and i will jsut take the balls "
3140, THEM, i will give you the book and balls . i will take the 2 hats then . 
3140, YOU, deal ! 
3140, THEM, deal 
3141,THEM, i just want the book and balls and you can have all of the hats 
3141, YOU, really close on a deal . you can have the book i want the hats and 1 ball . 
3141, THEM," unfortunately i cannot give up the balls , but i will compromise and give you the book and hats and i will jsut take the balls "
3141, YOU, i will give you the book and balls . i will take the 2 hats then . 
3141, THEM, deal ! 
3141, YOU, deal 
3142,THEM, if i can have the hats you can have everything else . 
3142, YOU, ok 
3143,YOU, if i can have the hats you can have everything else . 
3143, THEM, ok 
3144,THEM, you can have two hats 
3144, YOU," i would like the ball , the book and 1 hat "
3144, THEM, how about you take all the hats and i take everything else 
3144, YOU, no i need the ball and the hats 
3144, THEM, i need the ball or we cant make a deal . 
3144, YOU, i could give you the ball but then i need everything else 
3144, THEM, deal 
3145,YOU, you can have two hats 
3145, THEM," i would like the ball , the book and 1 hat "
3145, YOU, how about you take all the hats and i take everything else 
3145, THEM, no i need the ball and the hats 
3145, YOU, i need the ball or we cant make a deal . 
3145, THEM, i could give you the ball but then i need everything else 
3145, YOU, deal 
3146,THEM, i would like one book and the ball 
3146, YOU, ok 
3146, THEM, okay 
3147,YOU, i would like one book and the ball 
3147, THEM, ok 
3147, YOU, okay 
3148,YOU, which item is worth the most to you ? 
3148, THEM, the book 
3148, YOU, how about i give you the book and i get the rest . 
3148, THEM, how about i also keep my basketball ? 
3148, YOU, you can have one book and one basketball 
3148, THEM, deal 
3149,THEM, which item is worth the most to you ? 
3149, YOU, the book 
3149, THEM, how about i give you the book and i get the rest . 
3149, YOU, how about i also keep my basketball ? 
3149, THEM, you can have one book and one basketball 
3149, YOU, deal 
3150,THEM, i'd like the hat and books . 
3150, YOU," if i get the ball , i need one book "
3150, THEM, ok deal 
3151,YOU, i'd like the hat and books . 
3151, THEM," if i get the ball , i need one book "
3151, YOU, ok deal 
3152,THEM, i want the balls and hats 
3152, YOU," you can have the balls but , i need the hats and the books "
3152, THEM, ok 
3152, YOU, deal ? 
3153,YOU, i want the balls and hats 
3153, THEM," you can have the balls but , i need the hats and the books "
3153, YOU, ok 
3153, THEM, deal ? 
3154,YOU, give me balls and books 
3154, THEM, i would like one book and 2 balls 
3154, YOU, give me all balls and hats 
3154, THEM, i would like 2 hats and 1 book 
3154, YOU, deal 
3155,THEM, give me balls and books 
3155, YOU, i would like one book and 2 balls 
3155, THEM, give me all balls and hats 
3155, YOU, i would like 2 hats and 1 book 
3155, THEM, deal 
3156,YOU, what do you want ? 
3156, THEM, the books 
3156, YOU, ok 
3156, THEM, ok 
3157,THEM, what do you want ? 
3157, YOU, the books 
3157, THEM, ok 
3157, YOU, ok 
3158,THEM, you can have the books . 
3158, YOU, no you can have all the books 
3158, THEM, i will take the hat and the books . 
3158, YOU, yeah no 
3158, THEM, then i will take the hat and one book . 
3158, YOU, no 
3158, THEM, no deal 
3158, YOU, no deal 
3158, THEM, that's too bad . 
3158, YOU, no deal 
3159,YOU, you can have the books . 
3159, THEM, no you can have all the books 
3159, YOU, i will take the hat and the books . 
3159, THEM, yeah no 
3159, YOU, then i will take the hat and one book . 
3159, THEM, no 
3159, YOU, no deal 
3159, THEM, no deal 
3159, YOU, that's too bad . 
3159, THEM, no deal 
3160,YOU, i want one of each . 
3160, THEM, how about you take all 4 books and i take ball and hat ? 
3160, YOU, would you be willing to let me have the hat too ? 
3160, THEM," that just leaves me with 1 item , i'd prefer to keep both to score some points . "
3160, YOU, ok . 
3160, THEM, thanks ! 
3161,THEM, i want one of each . 
3161, YOU, how about you take all 4 books and i take ball and hat ? 
3161, THEM, would you be willing to let me have the hat too ? 
3161, YOU," that just leaves me with 1 item , i'd prefer to keep both to score some points . "
3161, THEM, ok . 
3161, YOU, thanks ! 
3162,THEM, i'd like the hat and book ; you keep all the balls 
3162, YOU, alright 
3163,YOU, i'd like the hat and book ; you keep all the balls 
3163, THEM, alright 
3164,YOU, i'd like the ball . 
3164, THEM, i get books and hat ? 
3164, YOU, yes . 
3164, THEM, ok 
3165,THEM, i'd like the ball . 
3165, YOU, i get books and hat ? 
3165, THEM, yes . 
3165, YOU, ok 
3166,YOU," if i can have the hat , you can have the rest "
3166, THEM, ok deal 
3167,THEM," if i can have the hat , you can have the rest "
3167, YOU, ok deal 
3168,YOU," how about i get 3 hats , you get the rest ? "
3168, THEM, deal 
3169,THEM," how about i get 3 hats , you get the rest ? "
3169, YOU, deal 
3170,YOU, if i can get the book and hat you can have the balls 
3170, THEM," i'll take the balls , but you gotta give me the book . "
3170, YOU, i have to have the book 
3170, THEM, then i'll take the hat or take only 3 balls and the book . 
3170, YOU, you can have the hat and the balls 
3170, THEM, okay ! 
3171,THEM, if i can get the book and hat you can have the balls 
3171, YOU," i'll take the balls , but you gotta give me the book . "
3171, THEM, i have to have the book 
3171, YOU, then i'll take the hat or take only 3 balls and the book . 
3171, THEM, you can have the hat and the balls 
3171, YOU, okay ! 
3172,THEM, i would like the hat and basketball 
3172, YOU, i need ball and books 
3172, THEM, i really need the basketball too 
3172, YOU, how much is ball to you 
3172, THEM, 2 
3172, YOU," same , so ball and hat to me , books to you ? "
3172, THEM," um , no . not even close "
3172, YOU, hmmmm . ill throw in a free ticket to taylor swift concert 
3172, THEM, i'll take hat and a book 
3173,YOU, i would like the hat and basketball 
3173, THEM, i need ball and books 
3173, YOU, i really need the basketball too 
3173, THEM, how much is ball to you 
3173, YOU, 2 
3173, THEM," same , so ball and hat to me , books to you ? "
3173, YOU," um , no . not even close "
3173, THEM, hmmmm . ill throw in a free ticket to taylor swift concert 
3173, YOU, i'll take hat and a book 
3174,THEM, if i can have the book and the balls you can have the hats 
3174, YOU," no can do , i need book and two bals "
3174, THEM, i can not make that deal . i need the balls and you can have the rest ? 
3174, YOU, one ball for me at least 
3174, THEM, i can not make that deal . i need both . 
3174, YOU, ok you can have it 
3174, THEM, okay thank you ! so i get the balls and you get everything else 
3175,YOU, if i can have the book and the balls you can have the hats 
3175, THEM," no can do , i need book and two bals "
3175, YOU, i can not make that deal . i need the balls and you can have the rest ? 
3175, THEM, one ball for me at least 
3175, YOU, i can not make that deal . i need both . 
3175, THEM, ok you can have it 
3175, YOU, okay thank you ! so i get the balls and you get everything else 
3176,THEM, ill give you all the books for one hat 
3176, YOU, you can have all the books and i keep the rest 
3176, THEM, no deal 
3177,YOU, can i have the hat ? 
3177, THEM, yes . can i have the balls and book ? 
3177, YOU, sure 
3178,YOU, i want all the balls you take rest 
3178, THEM, okay . 
3178, YOU, deal 
3179,THEM, i want all the balls you take rest 
3179, YOU, okay . 
3179, THEM, deal 
3180,THEM," i'd like the hat and ball , and you can have all three books . "
3180, YOU, deal 
3181,YOU," i'd like the hat and ball , and you can have all three books . "
3181, THEM, deal 
3182,YOU, you take the books and i take the hats and the ball 
3182, THEM, never 
3182, YOU, then you should counter offer 
3182, THEM, you get one book and one hat 
3182, YOU, i have to have the ball and at least 1 hat 
3182, THEM, ok how about you take two books and one hat 
3182, YOU, i have to have the ball or no deal 
3182, THEM, no deal 
3182, YOU, no deal 
3182, THEM, ok then click no deal 
3183,THEM, you take the books and i take the hats and the ball 
3183, YOU, never 
3183, THEM, then you should counter offer 
3183, YOU, you get one book and one hat 
3183, THEM, i have to have the ball and at least 1 hat 
3183, YOU, ok how about you take two books and one hat 
3183, THEM, i have to have the ball or no deal 
3183, YOU, no deal 
3183, THEM, no deal 
3183, YOU, ok then click no deal 
3184,YOU, i'd like the book the hat and two balls . 
3184, THEM," no deal , i want the 3 balls you can have the rest "
3184, YOU, ok . i take the hat and the book . 
3184, THEM," i will take 3 balls you have remaining , good deal "
3185,THEM, i'd like the book the hat and two balls . 
3185, YOU," no deal , i want the 3 balls you can have the rest "
3185, THEM, ok . i take the hat and the book . 
3185, YOU," i will take 3 balls you have remaining , good deal "
3186,THEM," i'd like the balls and book , you can have the hats "
3186, YOU, you can have the balls . i'll take the hat and one book . 
3186, THEM, i need both balls and books to get over half 
3186, YOU, yes . both balls are yours . i'd like all the hats and one book . 
3186, THEM, ok deal 
3187,YOU," i'd like the balls and book , you can have the hats "
3187, THEM, you can have the balls . i'll take the hat and one book . 
3187, YOU, i need both balls and books to get over half 
3187, THEM, yes . both balls are yours . i'd like all the hats and one book . 
3187, YOU, ok deal 
3188,THEM, i'd like hat and 2 books . 
3188, YOU, if i can have the hat and ball you can have all four books . 
3188, THEM, i have to have the hat . it's 6 points for me . 
3188, YOU, ball and three books for me then . 
3188, THEM, deal . 
3189,YOU, i'd like hat and 2 books . 
3189, THEM, if i can have the hat and ball you can have all four books . 
3189, YOU, i have to have the hat . it's 6 points for me . 
3189, THEM, ball and three books for me then . 
3189, YOU, deal . 
3190,THEM, i'd like balls and book please . you can have all hats . 
3190, YOU," how about i have 1 ball , and the hats "
3190, THEM," sorry , i need all balls and books if i give you all hats "
3190, YOU," how about 2 balls for me , and you can have the rest "
3190, THEM," no deal , i need the balls . "
3190, YOU," how about i get two hats , and 1 book "
3190, THEM, i can work with that . 
3190, YOU, thanks 
3191,YOU, i'd like balls and book please . you can have all hats . 
3191, THEM," how about i have 1 ball , and the hats "
3191, YOU," sorry , i need all balls and books if i give you all hats "
3191, THEM," how about 2 balls for me , and you can have the rest "
3191, YOU," no deal , i need the balls . "
3191, THEM," how about i get two hats , and 1 book "
3191, YOU, i can work with that . 
3191, THEM, thanks 
3192,THEM, i want one of each 
3192, YOU, i also would like one of each also so lets work something out . 
3192, THEM, how about i get one ball and one hat 
3192, YOU, alright . 
3193,YOU, i want one of each 
3193, THEM, i also would like one of each also so lets work something out . 
3193, YOU, how about i get one ball and one hat 
3193, THEM, alright . 
3194,YOU," you keep the books , i take the balls and the hat ? "
3194, THEM, no deal 
3194, YOU, and what do you propose ? 
3194, THEM, i keep the books and take one hat 
3194, YOU," well there is only one hat . i am ok with giving you all of the books , but in fairness i believe i'm deserving of the hat since i'm only getting two balls . any chance we can agree to two balls and 1 hat and you keep all the books ? "
3194, THEM, deal 
3194, YOU, great ! 
3195,THEM," you keep the books , i take the balls and the hat ? "
3195, YOU, no deal 
3195, THEM, and what do you propose ? 
3195, YOU, i keep the books and take one hat 
3195, THEM," well there is only one hat . i am ok with giving you all of the books , but in fairness i believe i'm deserving of the hat since i'm only getting two balls . any chance we can agree to two balls and 1 hat and you keep all the books ? "
3195, YOU, deal 
3195, THEM, great ! 
3196,YOU, what would you like ? 
3196, THEM, two books and a hat or basketball ? 
3196, YOU, sounds good so i get two books and the basketball ? 
3196, THEM, sure 
3197,THEM, what would you like ? 
3197, YOU, two books and a hat or basketball ? 
3197, THEM, sounds good so i get two books and the basketball ? 
3197, YOU, sure 
3198,THEM, gimme the ball and hats 
3198, YOU," i have a feeling that ball is really important to you , isn't it ? "
3198, THEM, the hats are quite good to me 
3198, YOU, how about i get both books and one hat . 
3198, THEM, ok 
3199,YOU, gimme the ball and hats 
3199, THEM," i have a feeling that ball is really important to you , isn't it ? "
3199, YOU, the hats are quite good to me 
3199, THEM, how about i get both books and one hat . 
3199, YOU, ok 
3200,YOU, hey 
3200, THEM, hi 
3200, YOU, could i have the books and you have the hats 
3200, THEM, no way ! 
3200, YOU, ok 
3200, THEM, i would like the books . you can have the rest . 
3200, YOU, no thanks 
3200, THEM, i'll take the books and the hats . you take the basketball . 
3200, YOU, id rather you get the books and ill keep the rest then 
3200, THEM, fair enough . 
3201,THEM, hey 
3201, YOU, hi 
3201, THEM, could i have the books and you have the hats 
3201, YOU, no way ! 
3201, THEM, ok 
3201, YOU, i would like the books . you can have the rest . 
3201, THEM, no thanks 
3201, YOU, i'll take the books and the hats . you take the basketball . 
3201, THEM, id rather you get the books and ill keep the rest then 
3201, YOU, fair enough . 
3202,YOU, i'd be happy with both the balls . 
3202, THEM, how about a book and one ball for you 
3202, YOU, and 1 hat 
3202, THEM, thats pushing it 
3202, YOU, i'll take both of em if i have to . . . 
3202, THEM, i ll take both hats and one ball and you get the rest 
3202, YOU, that's fair . 
3203,THEM, i'd be happy with both the balls . 
3203, YOU, how about a book and one ball for you 
3203, THEM, and 1 hat 
3203, YOU, thats pushing it 
3203, THEM, i'll take both of em if i have to . . . 
3203, YOU, i ll take both hats and one ball and you get the rest 
3203, THEM, that's fair . 
3204,THEM, i will take the books and the ball . 
3204, YOU, i need ball or no deal 
3204, THEM, no deal then 
3204, YOU, agreed 
3204, THEM," yes , no deal "
3204, YOU, si 
3204, THEM, wee 
3204, YOU, yup 
3204, THEM," a waste of time , please give them feedback about the no deal button "
3204, YOU," agreed , sometimes it stalls very early , legit "
3205,YOU, i will take the books and the ball . 
3205, THEM, i need ball or no deal 
3205, YOU, no deal then 
3205, THEM, agreed 
3205, YOU," yes , no deal "
3205, THEM, si 
3205, YOU, wee 
3205, THEM, yup 
3205, YOU," a waste of time , please give them feedback about the no deal button "
3205, THEM," agreed , sometimes it stalls very early , legit "
3206,YOU, i would like the hat and 2 balls 
3206, THEM, ok deal 
3207,THEM, i would like the hat and 2 balls 
3207, YOU, ok deal 
3208,THEM, can i have 2 hats and 2 books ? 
3208, YOU, ok deal 
3209,YOU, can i have 2 hats and 2 books ? 
3209, THEM, ok deal 
3210,THEM," hey , i'll take the hats and the book , you can have the balls ? "
3210, YOU, okay ! 
3211,YOU," hey , i'll take the hats and the book , you can have the balls ? "
3211, THEM, okay ! 
3212,YOU, can i have the hat and the book you can have all 3 balls 
3212, THEM, i also need the hat and one ball atleast 
