id,group,turn,youthem,text
305,153,6,0, THEM: yes 
305,153,7,1, YOU: deal 
306,153,1,0,THEM: i'd like 1 book and 2 hats please 
306,153,2,1, YOU: no can do i need the hats and book 
306,153,3,0," THEM: sorry , i need the book , and at least 1 hat or 1 basketball "
306,153,4,1, YOU: you can have the basketball and the book i will take both hats 
306,153,5,0, THEM: so i take 2 basketballs and 1 book and you get the hats ? 
306,153,6,1, YOU: yes 
306,153,7,0, THEM: deal 
307,154,1,1,YOU: i really could use anything . what is good for you ? 
307,154,2,0," THEM: i'd like the two balls and hat , leaving you with the two books . would you be willing to do that ? "
307,154,3,1, YOU: how about i get 2 books and 1 ball 
307,154,4,0, THEM: can't do that . i'd be willing to give you both books and a hat . but i need both balls . 
307,154,5,1, YOU: ok deal . i get 2 books and a hat and you get 2 balls . 
307,154,6,0," THEM: agreed , deal . "
308,154,1,0,THEM: i really could use anything . what is good for you ? 
308,154,2,1," YOU: i'd like the two balls and hat , leaving you with the two books . would you be willing to do that ? "
308,154,3,0, THEM: how about i get 2 books and 1 ball 
308,154,4,1, YOU: can't do that . i'd be willing to give you both books and a hat . but i need both balls . 
308,154,5,0, THEM: ok deal . i get 2 books and a hat and you get 2 balls . 
308,154,6,1," YOU: agreed , deal . "
309,155,1,1,YOU: i want the ball and 2 books 
309,155,2,0, THEM: i need the ball and the hat . would like a book as well . 
309,155,3,1, YOU: i cant part with the ball 
309,155,4,0, THEM: if i give you the ball i would need the hat and all the books . 
309,155,5,1, YOU: ok deal 
310,155,1,0,THEM: i want the ball and 2 books 
310,155,2,1, YOU: i need the ball and the hat . would like a book as well . 
310,155,3,0, THEM: i cant part with the ball 
310,155,4,1, YOU: if i give you the ball i would need the hat and all the books . 
310,155,5,0, THEM: ok deal 
311,156,1,0,"THEM: hi there ! id like the book , you can have everything else . "
311,156,2,1, YOU: okay great ! thank you ! 
312,156,1,1,"YOU: hi there ! id like the book , you can have everything else . "
312,156,2,0, THEM: okay great ! thank you ! 
313,157,1,0,"THEM: can i get a ball , a hat and a book ? "
313,157,2,1, YOU: i'm afraid not . i can let you have all the hats if i get the ball and both books . 
313,157,3,0," THEM: cant do that . . . . . ball , hat and book get me 6 / 10 "
313,157,4,1, YOU: i need the ball . i can let you have a book and two hats . 
313,157,5,0, THEM: that only gives me 3 / 10 . . . . . i'll have to pass 
313,157,6,1," YOU: okay , lets try this . i get both books and a hat . you get the rest . "
313,157,7,0, THEM: ok 
314,157,1,1,"YOU: can i get a ball , a hat and a book ? "
314,157,2,0, THEM: i'm afraid not . i can let you have all the hats if i get the ball and both books . 
314,157,3,1," YOU: cant do that . . . . . ball , hat and book get me 6 / 10 "
314,157,4,0, THEM: i need the ball . i can let you have a book and two hats . 
314,157,5,1, YOU: that only gives me 3 / 10 . . . . . i'll have to pass 
314,157,6,0," THEM: okay , lets try this . i get both books and a hat . you get the rest . "
314,157,7,1, YOU: ok 
315,158,1,1,YOU: well lets hear your offer . 
315,158,2,0," THEM: i would like the 2 balls , you could have the rest "
315,158,3,1, YOU: done ! 
316,158,1,0,THEM: well lets hear your offer . 
316,158,2,1," YOU: i would like the 2 balls , you could have the rest "
316,158,3,0, THEM: done ! 
317,159,1,0,"THEM: can i have the ball , 1 book and 1 hat "
317,159,2,1, YOU: i'll give you the ball and two books if you give me both hats 
317,159,3,0," THEM: ok i do need the ball , and i could deal with 2 books also , is that your final offer ? or can we trade a hat for a book ? "
317,159,4,1, YOU: yeah i think that might be my final 
318,159,1,1,"YOU: can i have the ball , 1 book and 1 hat "
318,159,2,0, THEM: i'll give you the ball and two books if you give me both hats 
318,159,3,1," YOU: ok i do need the ball , and i could deal with 2 books also , is that your final offer ? or can we trade a hat for a book ? "
318,159,4,0, THEM: yeah i think that might be my final 
319,160,1,1,YOU: i would like the hat and the book . 
319,160,2,0, THEM: i need the book and a ball 
319,160,3,1," YOU: ok , deal . "
319,160,4,0, THEM: i will take 1 book and 1 ball 
320,160,1,0,THEM: i would like the hat and the book . 
320,160,2,1, YOU: i need the book and a ball 
320,160,3,0," THEM: ok , deal . "
320,160,4,1, YOU: i will take 1 book and 1 ball 
321,161,1,1,YOU: i only need the book . 
321,161,2,0, THEM: i only need the book ? 
321,161,3,1, YOU: i need the book . you can have the hats and the balls . 
321,161,4,0, THEM: that will not work for me 
321,161,5,1, YOU: thats the only thing that will work for me . 
321,161,6,0, THEM: how about i take the book and you get the rest ? 
321,161,7,1, YOU: the book is the only thing of value to me . 
321,161,8,0, THEM: ok this time i will bite the dust take the book 
321,161,9,1, YOU: thank you . 
322,161,1,0,THEM: i only need the book . 
322,161,2,1, YOU: i only need the book ? 
322,161,3,0, THEM: i need the book . you can have the hats and the balls . 
322,161,4,1, YOU: that will not work for me 
322,161,5,0, THEM: thats the only thing that will work for me . 
322,161,6,1, YOU: how about i take the book and you get the rest ? 
322,161,7,0, THEM: the book is the only thing of value to me . 
322,161,8,1, YOU: ok this time i will bite the dust take the book 
322,161,9,0, THEM: thank you . 
323,162,1,0,THEM: i want 2 hats and 1 book 
323,162,2,1," YOU: books have no use to me ; any chance you can allow me the balls and 1 hat , you keep the 2 books and 1 hat ? "
323,162,3,0, THEM: i need 2 hats - you keep the rest 
323,162,4,1," YOU: the books are of no use to me . . . you can keep everything , i'll just take the balls if you cannot part with a hat . "
323,162,5,0, THEM: okay - you get 2 balls 
324,162,1,1,YOU: i want 2 hats and 1 book 
324,162,2,0," THEM: books have no use to me ; any chance you can allow me the balls and 1 hat , you keep the 2 books and 1 hat ? "
324,162,3,1, YOU: i need 2 hats - you keep the rest 
324,162,4,0," THEM: the books are of no use to me . . . you can keep everything , i'll just take the balls if you cannot part with a hat . "
324,162,5,1, YOU: okay - you get 2 balls 
325,163,1,0,THEM: i'll take the balls and one book 
325,163,2,1, YOU: how about youhave two balls two hats and i'll go ahead and keep that book and one ball . 
325,163,3,0, THEM: ok that works for me 
326,163,1,1,YOU: i'll take the balls and one book 
326,163,2,0, THEM: how about youhave two balls two hats and i'll go ahead and keep that book and one ball . 
326,163,3,1, YOU: ok that works for me 
327,164,1,0,THEM: i need ball and 2 hats 
327,164,2,1, YOU: fari deal . 
328,164,1,1,YOU: i need ball and 2 hats 
328,164,2,0, THEM: fari deal . 
329,165,1,1,YOU: i would like the books and the hat and at least one ball . 
329,165,2,0," THEM: i can't do that , i will give you all the balls and one book , for the hat and one book . "
329,165,3,1," YOU: ok , i guess that works . "
329,165,4,0, THEM: deal . 
330,165,1,0,THEM: i would like the books and the hat and at least one ball . 
330,165,2,1," YOU: i can't do that , i will give you all the balls and one book , for the hat and one book . "
330,165,3,0," THEM: ok , i guess that works . "
330,165,4,1, YOU: deal . 
331,166,1,0,"THEM: i'l take the book , a hat , and a ball "
331,166,2,1, YOU: i cannot give up the book . i would need a book and a hat 
331,166,3,0, THEM: how about a book and a ball ? 
331,166,4,1, YOU: deal 
332,166,1,1,"YOU: i'l take the book , a hat , and a ball "
332,166,2,0, THEM: i cannot give up the book . i would need a book and a hat 
332,166,3,1, YOU: how about a book and a ball ? 
332,166,4,0, THEM: deal 
333,167,1,1,YOU: hello ! i would like the books and the rest is negotiable . what works best for you ? 
333,167,2,0, THEM: i'm not so sure about giving you the books 
333,167,3,1," YOU: how would you feel about splitting it all down the middle ? 1 book , 1 hat , 1 ball , other person gets 1 book , 2 hats ? "
333,167,4,0, THEM: ok 
333,167,5,1," YOU: hats or ball worth any more for you ? or should i just take the 2 hats , and book , you take 1 of each ? "
333,167,6,0, THEM: i'll take 2 hats 
334,167,1,0,THEM: hello ! i would like the books and the rest is negotiable . what works best for you ? 
334,167,2,1, YOU: i'm not so sure about giving you the books 
334,167,3,0," THEM: how would you feel about splitting it all down the middle ? 1 book , 1 hat , 1 ball , other person gets 1 book , 2 hats ? "
334,167,4,1, YOU: ok 
334,167,5,0," THEM: hats or ball worth any more for you ? or should i just take the 2 hats , and book , you take 1 of each ? "
334,167,6,1, YOU: i'll take 2 hats 
335,168,1,1,YOU: hi . . . id like both hats and a ball 
335,168,2,0, THEM: one ball 
335,168,3,1," YOU: yes two hats and one ball for me , a ball and the book for you "
335,168,4,0, THEM: no deal 
335,168,5,1, YOU: care to counter or make an offer ? its not my job . give me two hats and we'r done 
335,168,6,0, THEM: ok you get two hats 
335,168,7,1, YOU: deal 
336,168,1,0,THEM: hi . . . id like both hats and a ball 
336,168,2,1, YOU: one ball 
336,168,3,0," THEM: yes two hats and one ball for me , a ball and the book for you "
336,168,4,1, YOU: no deal 
336,168,5,0, THEM: care to counter or make an offer ? its not my job . give me two hats and we'r done 
336,168,6,1, YOU: ok you get two hats 
336,168,7,0, THEM: deal 
337,169,1,1,"YOU: book to me , all else to you "
337,169,2,0, THEM: deal 
338,169,1,0,"THEM: book to me , all else to you "
338,169,2,1, YOU: deal 
339,170,1,1,YOU: could i please have the ball a hat and one book 
339,170,2,0," THEM: if you take the ball , i need the rest "
339,170,3,1, YOU: alright you take the ball and i'll take the rest . 
339,170,4,0," THEM: no , my ball isn't worth enough on it's own i would need a hat with it "
339,170,5,1, YOU: well the ball aint worth the much on its own to me so lets just divide it up if you get the ball and one hat i need all three books and one of the hats 
339,170,6,0, THEM: deal 
340,170,1,0,THEM: could i please have the ball a hat and one book 
340,170,2,1," YOU: if you take the ball , i need the rest "
340,170,3,0, THEM: alright you take the ball and i'll take the rest . 
340,170,4,1," YOU: no , my ball isn't worth enough on it's own i would need a hat with it "
340,170,5,0, THEM: well the ball aint worth the much on its own to me so lets just divide it up if you get the ball and one hat i need all three books and one of the hats 
340,170,6,1, YOU: deal 
341,171,1,0,THEM: i get the book for the ball 
341,171,2,1, YOU: you can have all those hats in exchange for the book and ball . 
342,171,1,1,YOU: i get the book for the ball 
342,171,2,0, THEM: you can have all those hats in exchange for the book and ball . 
343,172,1,0,THEM: i would like the balls and one hat 
343,172,2,1, YOU: i need the balls as well . can i have two balls and one hat and the books ? 
343,172,3,0, THEM: no deal that would give me 3 points . i need 2 balls and 1 hat 
343,172,4,1, YOU: i do not think we can reach a deal . no deal . 
343,172,5,0," THEM: i am willing to take 1 ball and eithr both hats or both books , your choice "
343,172,6,1, YOU: you can have one ball and two hats 
344,172,1,1,YOU: i would like the balls and one hat 
344,172,2,0, THEM: i need the balls as well . can i have two balls and one hat and the books ? 
344,172,3,1, YOU: no deal that would give me 3 points . i need 2 balls and 1 hat 
344,172,4,0, THEM: i do not think we can reach a deal . no deal . 
344,172,5,1," YOU: i am willing to take 1 ball and eithr both hats or both books , your choice "
344,172,6,0, THEM: you can have one ball and two hats 
345,173,1,1,YOU: i need the hats and the book 
345,173,2,0," THEM: well that works perfect for me , i need the 2 balls "
345,173,3,1, YOU: great 
345,173,4,0, THEM: deal i get both balls and you get the rest ? 
346,173,1,0,THEM: i need the hats and the book 
346,173,2,1," YOU: well that works perfect for me , i need the 2 balls "
346,173,3,0, THEM: great 
346,173,4,1, YOU: deal i get both balls and you get the rest ? 
347,174,1,1,YOU: i want the books and hats 
347,174,2,0," THEM: just books for you today , thank you "
348,174,1,0,THEM: i want the books and hats 
348,174,2,1," YOU: just books for you today , thank you "
349,175,1,0,THEM: i want 2 books 
349,175,2,1, YOU: okay deal 
349,175,3,0, THEM: ok 
349,175,4,1, YOU: so 3 hats and a ball for me and 2 books for you 
350,175,1,1,YOU: i want 2 books 
350,175,2,0, THEM: okay deal 
350,175,3,1, YOU: ok 
350,175,4,0, THEM: so 3 hats and a ball for me and 2 books for you 
351,176,1,1,YOU: i just want the balls 
351,176,2,0," THEM: and so you shall have them , if i get the rest "
351,176,3,1, YOU: deal 
352,176,1,0,THEM: i just want the balls 
352,176,2,1," YOU: and so you shall have them , if i get the rest "
352,176,3,0, THEM: deal 
353,177,1,0,"THEM: i need the balls , the book , and at least 1 hat "
353,177,2,1," YOU: i need the book , 1 ball and 1 hat . "
354,177,1,1,"YOU: i'll take the book and hats , you take the balls . deal ? "
354,177,2,0, THEM: how about you take all balls and keept the rest 
354,177,3,1," YOU: no deal , i'll take the book , you take everything else "
354,177,4,0, THEM: no deal 
354,177,5,1," YOU: actually , that's going to be my final offer . i get the book only . otherwise we can say no deal . "
354,177,6,0, THEM: ok deal 
355,178,1,0,"THEM: i'll take the book and hats , you take the balls . deal ? "
355,178,2,1, YOU: how about you take all balls and keept the rest 
355,178,3,0," THEM: no deal , i'll take the book , you take everything else "
355,178,4,1, YOU: no deal 
355,178,5,0," THEM: actually , that's going to be my final offer . i get the book only . otherwise we can say no deal . "
355,178,6,1, YOU: ok deal 
356,178,1,1,YOU: can i have the ball and two hats ? 
356,178,2,0, THEM: i need the ball for my kid brother . but i will give you four hats for the book and ball 
356,178,3,1," YOU: ok , for your brother , i'll just take the hats , all the rest to you "
356,178,4,0, THEM: deal 
357,179,1,0,THEM: can i have the ball and two hats ? 
357,179,2,1, YOU: i need the ball for my kid brother . but i will give you four hats for the book and ball 
357,179,3,0," THEM: ok , for your brother , i'll just take the hats , all the rest to you "
357,179,4,1, YOU: deal 
358,179,1,0,THEM: i'd like the balls and 1 hat ? 
358,179,2,1, YOU: how about you take the balls and i take the hat and a book ? 
358,179,3,0, THEM: i get 3 balls and 1 book ? 
358,179,4,1, YOU: yes 
358,179,5,0, THEM: fair enough i suppose . deal 
359,180,1,1,YOU: i'd like the balls and 1 hat ? 
359,180,2,0, THEM: how about you take the balls and i take the hat and a book ? 
359,180,3,1, YOU: i get 3 balls and 1 book ? 
359,180,4,0, THEM: yes 
359,180,5,1, YOU: fair enough i suppose . deal 
360,180,1,0,THEM: if i can have the book and the balls you can have the hats 
360,180,2,1, YOU: works for me 
360,180,3,0, THEM: okay great . thank you . 
361,181,1,1,YOU: if i can have the book and the balls you can have the hats 
361,181,2,0, THEM: works for me 
361,181,3,1, YOU: okay great . thank you . 
362,181,1,0,"THEM: i just want the ball , you can have the rest "
362,181,2,1," YOU: i rather like the ball too . i'll take one of each item , you get the other two books and a hat . "
362,181,3,0," THEM: no , i need the ball , that's the only thing of value to me "
362,181,4,1, YOU: unfortunately it is quite valuable to me also . 
362,181,5,0," THEM: ok , then we don't have a deal "
362,181,6,1, YOU: i'm afraid not . best i can do is let you have two hats and two books . 
362,181,7,0, THEM: no i said we don't have a deal 
362,181,8,1, YOU: and i am agreeing with you . no deals . 
362,181,9,0," THEM: smiles , okay , sorry , i misunderstood "
362,181,10,1, YOU: no problems . 
363,182,1,1,"YOU: i just want the ball , you can have the rest "
363,182,2,0," THEM: i rather like the ball too . i'll take one of each item , you get the other two books and a hat . "
363,182,3,1," YOU: no , i need the ball , that's the only thing of value to me "
363,182,4,0, THEM: unfortunately it is quite valuable to me also . 
363,182,5,1," YOU: ok , then we don't have a deal "
363,182,6,0, THEM: i'm afraid not . best i can do is let you have two hats and two books . 
363,182,7,1, YOU: no i said we don't have a deal 
363,182,8,0, THEM: and i am agreeing with you . no deals . 
363,182,9,1," YOU: smiles , okay , sorry , i misunderstood "
363,182,10,0, THEM: no problems . 
364,182,1,0,"THEM: one hat to me , all else to you "
364,182,2,1, YOU: deal 
365,183,1,1,"YOU: one hat to me , all else to you "
365,183,2,0, THEM: deal 
366,183,1,0,THEM: i would like the book and the hats . 
366,183,2,1, YOU: you can have 1 hat and 1 book 
366,183,3,0, THEM: give me the book and two hats and we have a deal . 
366,183,4,1, YOU: deal 
367,184,1,1,YOU: i would like the book and the hats . 
367,184,2,0, THEM: you can have 1 hat and 1 book 
367,184,3,1, YOU: give me the book and two hats and we have a deal . 
367,184,4,0, THEM: deal 
368,184,1,0,"THEM: im not much of a reader so im thinking books for you , hats and ball for me "
368,184,2,1," YOU: but basketball is my favorite sport , so i was hoping for the basketball and both hats . "
368,184,3,0," THEM: oh no . id be willing to give away one hat for one book , but i must have the basketball . bball , a book and a hat for me ? "
368,184,4,1," YOU: if i give up the ball , i would need both hats . "
368,184,5,0," THEM: ok , but then i get both books "
368,184,6,1, YOU: deal 
369,185,1,1,"YOU: im not much of a reader so im thinking books for you , hats and ball for me "
369,185,2,0," THEM: but basketball is my favorite sport , so i was hoping for the basketball and both hats . "
369,185,3,1," YOU: oh no . id be willing to give away one hat for one book , but i must have the basketball . bball , a book and a hat for me ? "
369,185,4,0," THEM: if i give up the ball , i would need both hats . "
369,185,5,1," YOU: ok , but then i get both books "
369,185,6,0, THEM: deal 
370,185,1,1,YOU: the book and a ball please 
370,185,2,0, THEM: no way ! i'll give you all three balls and the hat 
370,185,3,1, YOU: how about two balls and book 
370,185,4,0, THEM: i'll give you a book but 0 balls 
370,185,5,1, YOU: ok 
371,186,1,0,THEM: the book and a ball please 
371,186,2,1, YOU: no way ! i'll give you all three balls and the hat 
371,186,3,0, THEM: how about two balls and book 
371,186,4,1, YOU: i'll give you a book but 0 balls 
371,186,5,0, THEM: ok 
372,186,1,1,YOU: i like to read 
372,186,2,0, THEM: i'd like the hats and one book 
373,187,1,1,YOU: i need the books and the hat 
373,187,2,0, THEM: i'd like the books 
373,187,3,1, YOU: i can't do that . i need the books and you can have the rest 
373,187,4,0, THEM: no deal . i need at least 1 book . 
373,187,5,1, YOU: then i need 2 books and either the hat or both balls 
373,187,6,0, THEM: i need the same thing . 
373,187,7,1," YOU: what if i take 2 books and a ball and you take 1 book , a hat and a ball "
373,187,8,0, THEM: deal . 
374,187,1,0,THEM: i need the books and the hat 
374,187,2,1, YOU: i'd like the books 
374,187,3,0, THEM: i can't do that . i need the books and you can have the rest 
374,187,4,1, YOU: no deal . i need at least 1 book . 
374,187,5,0, THEM: then i need 2 books and either the hat or both balls 
374,187,6,1, YOU: i need the same thing . 
374,187,7,0," THEM: what if i take 2 books and a ball and you take 1 book , a hat and a ball "
374,187,8,1, YOU: deal . 
375,188,1,0,THEM: which is more valuable to you the book or hats ? 
375,188,2,1," YOU: i would like all the hats , you may have the rest . "
375,188,3,0, THEM: how about you take three hats 
375,188,4,1, YOU: three hats and one other object . 
375,188,5,0, THEM: ill give you three hats and the book 
375,188,6,1, YOU: deal . 
376,188,1,1,YOU: which is more valuable to you the book or hats ? 
376,188,2,0," THEM: i would like all the hats , you may have the rest . "
376,188,3,1, YOU: how about you take three hats 
376,188,4,0, THEM: three hats and one other object . 
376,188,5,1, YOU: ill give you three hats and the book 
376,188,6,0, THEM: deal . 
377,189,1,1,"YOU: i'd like the hats , you can have the rest "
377,189,2,0, THEM: deal . 
378,189,1,0,"THEM: i'd like the hats , you can have the rest "
378,189,2,1, YOU: deal . 
379,190,1,0,THEM: can i have the books and a hat please ? 
379,190,2,1, YOU: is that the best deal you got ? 
379,190,3,0, THEM: yeah 
379,190,4,1," YOU: ok , ill take it "
380,190,1,1,YOU: can i have the books and a hat please ? 
380,190,2,0, THEM: is that the best deal you got ? 
380,190,3,1, YOU: yeah 
380,190,4,0," THEM: ok , ill take it "
381,191,1,1,YOU: what would you like 
381,191,2,0," THEM: hello ! id like the ball and books , and you can have the hats . "
381,191,3,1, YOU: i need hats and a ball 
381,191,4,0, THEM: deal . 
381,191,5,1, YOU: deal 
382,191,1,0,THEM: what would you like 
382,191,2,1," YOU: hello ! id like the ball and books , and you can have the hats . "
382,191,3,0, THEM: i need hats and a ball 
382,191,4,1, YOU: deal . 
382,191,5,0, THEM: deal 
383,192,1,0,THEM: i'd like both balls and 1 hat please 
383,192,2,1, YOU: no i need 1 of each 
383,192,3,0, THEM: that doesn't work for me . 
383,192,4,1, YOU: i can do away with 2 hats if i keep the rest 
383,192,5,0," THEM: sorry , i need the balls "
383,192,6,1, YOU: i need them also 
383,192,7,0, THEM: no deal was agreed . setting numbers to 0 and waiting for the button . 
383,192,8,1, YOU: agreed on the no deal 
383,192,9,0, THEM: no deal was agreed 
383,192,10,1, YOU: still no deal agreed . 
384,192,1,1,YOU: i'd like both balls and 1 hat please 
384,192,2,0, THEM: no i need 1 of each 
384,192,3,1, YOU: that doesn't work for me . 
384,192,4,0, THEM: i can do away with 2 hats if i keep the rest 
384,192,5,1," YOU: sorry , i need the balls "
384,192,6,0, THEM: i need them also 
384,192,7,1, YOU: no deal was agreed . setting numbers to 0 and waiting for the button . 
384,192,8,0, THEM: agreed on the no deal 
384,192,9,1, YOU: no deal was agreed 
384,192,10,0, THEM: still no deal agreed . 
385,193,1,1,YOU: i'd like book and hats . 
385,193,2,0, THEM: you can have the hats if i get the book and balls . 
385,193,3,1, YOU: i can do book nd 1 hat . 
385,193,4,0, THEM: i can give you a ball and both hats . 
385,193,5,1, YOU: balls are 0 for me . 
385,193,6,0," THEM: ok , i can let you have the book and one hat . "
386,193,1,0,THEM: i'd like book and hats . 
386,193,2,1, YOU: you can have the hats if i get the book and balls . 
386,193,3,0, THEM: i can do book nd 1 hat . 
386,193,4,1, YOU: i can give you a ball and both hats . 
386,193,5,0, THEM: balls are 0 for me . 
386,193,6,1," YOU: ok , i can let you have the book and one hat . "
387,194,1,0,THEM: i would like the ball and hat please 
387,194,2,1," YOU: i would like the hat and 2 books , you take the ball and 2 books "
387,194,3,0, THEM: sounds fair 
388,194,1,1,YOU: i would like the ball and hat please 
388,194,2,0," THEM: i would like the hat and 2 books , you take the ball and 2 books "
388,194,3,1, YOU: sounds fair 
389,195,1,1,YOU: i want one book and one hat and you can have the rest . 
389,195,2,0," THEM: i need 2 hats and 2 balls , you take the books "
389,195,3,1, YOU: deal . 
390,195,1,0,THEM: i want one book and one hat and you can have the rest . 
390,195,2,1," YOU: i need 2 hats and 2 balls , you take the books "
390,195,3,0, THEM: deal . 
391,196,1,0,THEM: i will give you the books if i can have the rest 
391,196,2,1, YOU: i'll let you have 2 books . and i get the rest . 
391,196,3,0, THEM: selfish you get nothing ill get everything 
391,196,4,1," YOU: nevermind , you can keep the books . "
391,196,5,0, THEM: i dont want the books 
391,196,6,1, YOU: what deal do you prefer ? 
391,196,7,0, THEM: i said i will give you the books if i can have the rest 
391,196,8,1," YOU: oh , that's fine . "
391,196,9,0, THEM: okay 1 ball and 2 hats for me 3 books for you 
392,196,1,1,YOU: i will give you the books if i can have the rest 
392,196,2,0, THEM: i'll let you have 2 books . and i get the rest . 
392,196,3,1, YOU: selfish you get nothing ill get everything 
392,196,4,0," THEM: nevermind , you can keep the books . "
392,196,5,1, YOU: i dont want the books 
392,196,6,0, THEM: what deal do you prefer ? 
392,196,7,1, YOU: i said i will give you the books if i can have the rest 
392,196,8,0," THEM: oh , that's fine . "
392,196,9,1, YOU: okay 1 ball and 2 hats for me 3 books for you 
393,197,1,1,YOU: if i can have the balls and the hats you can have the book 
393,197,2,0," THEM: one hat at least , "
393,197,3,1, YOU: okay you can have one hat and the book 
393,197,4,0, THEM: is that your final answer 
393,197,5,1, YOU: yes 
394,197,1,0,THEM: if i can have the balls and the hats you can have the book 
394,197,2,1," YOU: one hat at least , "
394,197,3,0, THEM: okay you can have one hat and the book 
394,197,4,1, YOU: is that your final answer 
394,197,5,0, THEM: yes 
395,198,1,1,"YOU: i'd like the book and ball , the hats to you "
395,198,2,0, THEM: i want the book and two hats 
395,198,3,1, YOU: deal 
396,198,1,0,"THEM: i'd like the book and ball , the hats to you "
396,198,2,1, YOU: i want the book and two hats 
396,198,3,0, THEM: deal 
397,199,1,1,YOU: i can offer you one ball or one book 
397,199,2,0, THEM: that is just not going to happen . you can have the rest if i can have all the books . 
397,199,3,1, YOU: how about you take two books 
397,199,4,0, THEM: i'll take two books and the ball . 
397,199,5,1, YOU: deal 
398,199,1,0,THEM: i can offer you one ball or one book 
398,199,2,1, YOU: that is just not going to happen . you can have the rest if i can have all the books . 
398,199,3,0, THEM: how about you take two books 
398,199,4,1, YOU: i'll take two books and the ball . 
398,199,5,0, THEM: deal 
399,200,1,0,THEM: i want both hats and a book 
399,200,2,1," YOU: ok , as long as i get all the basketballs . "
399,200,3,0," THEM: totes . so 2 hats and 1 book for me , basketball and 1 book for you "
399,200,4,1, YOU: sounds good ! 
400,200,1,1,YOU: i want both hats and a book 
400,200,2,0," THEM: ok , as long as i get all the basketballs . "
400,200,3,1," YOU: totes . so 2 hats and 1 book for me , basketball and 1 book for you "
400,200,4,0, THEM: sounds good ! 
401,201,1,1,YOU: could i have the books and one ball 
401,201,2,0, THEM: i suppose that works for . you have a deal 
402,201,1,0,THEM: could i have the books and one ball 
402,201,2,1, YOU: i suppose that works for . you have a deal 
403,202,1,0,THEM: i would like a ball and a book . you can have all 4 hats 
403,202,2,1," YOU: how about i take book , you take ball and we split hats ? "
403,202,3,0, THEM: ok 
404,202,1,1,YOU: i would like a ball and a book . you can have all 4 hats 
404,202,2,0," THEM: how about i take book , you take ball and we split hats ? "
404,202,3,1, YOU: ok 
405,203,1,0,THEM: i would like the balls and one hat . 
405,203,2,1, YOU: i can give you 2 hats 
405,203,3,0, THEM: how about i get both balls instead ? 
405,203,4,1, YOU: i can give 1 ball and 1 hat 
405,203,5,0, THEM: i agree . 
405,203,6,1, YOU: ok 
406,203,1,1,YOU: i would like the balls and one hat . 
406,203,2,0, THEM: i can give you 2 hats 
406,203,3,1, YOU: how about i get both balls instead ? 
406,203,4,0, THEM: i can give 1 ball and 1 hat 
406,203,5,1, YOU: i agree . 
406,203,6,0, THEM: ok 
407,204,1,0,THEM: 2 balls for me and 2 hats and a book for you ? 
407,204,2,1, YOU: i'll trade you a book for a hat or ball 
407,204,3,0, THEM: huh ? i just want the two balls 
407,204,4,1, YOU: i need one ball at least 
407,204,5,0," THEM: ok , one ball , one hat and one book for me , one ball and one hat for you ? "
407,204,6,1, YOU: i want two hats and a ball 
407,204,7,0, THEM: it irks me but i can live with it 
408,204,1,1,YOU: 2 balls for me and 2 hats and a book for you ? 
408,204,2,0, THEM: i'll trade you a book for a hat or ball 
408,204,3,1, YOU: huh ? i just want the two balls 
408,204,4,0, THEM: i need one ball at least 
408,204,5,1," YOU: ok , one ball , one hat and one book for me , one ball and one hat for you ? "
408,204,6,0, THEM: i want two hats and a ball 
408,204,7,1, YOU: it irks me but i can live with it 
409,205,1,0,THEM: i wouldlike the books and 2 hats 
409,205,2,1, YOU: can i have 3 hats and the ball ? the hats are very low and i don`t want to take the books from you 
409,205,3,0, THEM: deal 
410,205,1,1,YOU: i wouldlike the books and 2 hats 
410,205,2,0, THEM: can i have 3 hats and the ball ? the hats are very low and i don`t want to take the books from you 
410,205,3,1, YOU: deal 
411,206,1,1,YOU: give me ball and 2 hats 
411,206,2,0," THEM: you can have the hats , but i can't give up the ball . "
411,206,3,1, YOU: you get ball i get rest 
411,206,4,0, THEM: deal . 
412,206,1,0,THEM: give me ball and 2 hats 
412,206,2,1," YOU: you can have the hats , but i can't give up the ball . "
412,206,3,0, THEM: you get ball i get rest 
412,206,4,1, YOU: deal . 
413,207,1,1,YOU: give me hat and balls 
413,207,2,0, THEM: that's a low deal for me 
413,207,3,1, YOU: gimme hat and 2 balls 
413,207,4,0, THEM: no way 
413,207,5,1, YOU: gimme hat and 2 books 
413,207,6,0, THEM: i cant give you the hat 
413,207,7,1, YOU: then we no deal 
413,207,8,0, THEM: we have no deal then 
413,207,9,1, YOU: yup 
413,207,10,0, THEM: no deal 
414,207,1,0,THEM: give me hat and balls 
414,207,2,1, YOU: that's a low deal for me 
414,207,3,0, THEM: gimme hat and 2 balls 
414,207,4,1, YOU: no way 
414,207,5,0, THEM: gimme hat and 2 books 
414,207,6,1, YOU: i cant give you the hat 
414,207,7,0, THEM: then we no deal 
414,207,8,1, YOU: we have no deal then 
414,207,9,0, THEM: yup 
414,207,10,1, YOU: no deal 
415,208,1,0,THEM: the book and the ball 
415,208,2,1, YOU: how about i get the book and you get everything else . 
415,208,3,0, THEM: no i need the book and ball 
415,208,4,1, YOU: i have to have the book . nothing else is of value to me . 
415,208,5,0, THEM: bet i take the hats and the ball 
415,208,6,1, YOU: so i get the book and you get the ball and hats ? 
415,208,7,0, THEM: yes 
415,208,8,1, YOU: okay 
