id,group,reward,agreement,item1,item2,item3
3151,1576,9,agree,2,1,0
3152,1576,8,agree,3,2,0
3153,1577,8,agree,0,0,2
3154,1577,8,agree,1,0,3
3155,1578,4,agree,1,2,0
3156,1578,10,agree,0,1,1
3157,1579,8,agree,4,0,0
3158,1579,no,agreement,agreement,NA,NA
3159,1580,no,agreement,agreement,NA,NA
3160,1580,4,agree,4,0,0
3161,1581,10,agree,0,1,1
3162,1581,3,agree,0,0,3
3163,1582,10,agree,1,1,0
3164,1582,9,agree,0,0,1
3165,1583,8,agree,4,1,0
3166,1583,9,agree,0,1,0
3167,1584,10,agree,4,0,1
3168,1584,6,agree,0,3,0
3169,1585,10,agree,1,1,1
3170,1585,9,agree,1,0,0
3171,1586,8,agree,0,1,4
3172,1586,6,disagree,1,0,1
3173,1587,6,disagree,1,1,0
3174,1587,6,agree,1,2,0
3175,1588,8,agree,0,0,2
3176,1588,10,disagree,0,1,1
3177,1589,10,disagree,0,1,0
3178,1589,6,agree,0,0,1
3179,1590,9,agree,1,3,0
3180,1590,6,agree,3,0,0
3181,1591,10,agree,0,1,1
3182,1591,no,agreement,agreement,NA,NA
3183,1592,no,agreement,agreement,NA,NA
3184,1592,4,agree,1,1,0
3185,1593,9,agree,0,0,3
3186,1593,8,agree,1,3,0
3187,1594,9,agree,1,0,2
3188,1594,6,agree,3,0,1
3189,1595,7,agree,1,1,0
3190,1595,4,agree,1,2,0
3191,1596,8,agree,0,0,2
3192,1596,8,agree,4,0,0
3193,1597,10,agree,0,1,1
3194,1597,10,disagree,0,1,2
3195,1598,4,disagree,3,1,0
3196,1598,5,agree,2,0,1
3197,1599,5,agree,2,1,0
3198,1599,7,agree,2,1,0
3199,1600,9,agree,0,1,1
3200,1600,4,agree,0,2,1
3201,1601,8,agree,2,0,0
3202,1601,5,agree,1,0,1
3203,1602,8,agree,0,2,1
3204,1602,no,agreement,agreement,NA,NA
3205,1603,no,agreement,agreement,NA,NA
3206,1603,8,disagree,0,1,2
3207,1604,8,disagree,2,0,0
3208,1604,8,agree,1,1,1
3209,1605,6,agree,2,2,0
3210,1605,6,agree,0,0,2
3211,1606,8,agree,1,3,0
3212,1606,7,agree,1,0,2
3213,1607,7,agree,0,1,1
3214,1607,4,agree,1,2,0
3215,1608,4,agree,3,0,1
3216,1608,1,agree,1,1,0
3217,1609,7,agree,3,0,1
3218,1609,5,agree,1,1,1
3219,1610,5,agree,1,1,1
3220,1610,8,agree,0,2,2
3221,1611,6,agree,1,0,2
3222,1611,10,agree,2,1,0
3223,1612,8,agree,0,0,2
3224,1612,10,agree,1,0,1
3225,1613,7,agree,0,2,1
3226,1613,6,agree,3,1,0
3227,1614,5,agree,0,1,1
3228,1614,10,disagree,1,2,0
3229,1615,10,agree,1,0,1
3230,1615,6,agree,0,3,0
3231,1616,10,agree,1,1,0
3232,1616,4,agree,0,0,4
3233,1617,5,disagree,1,0,3
3234,1617,no,agreement,agreement,NA,NA
3235,1618,3,disagree,0,1,0
3236,1618,10,disagree,2,1,2
3237,1619,9,agree,3,0,0
3238,1619,7,agree,0,1,1
3239,1620,6,agree,0,1,2
3240,1620,9,agree,1,2,0
3241,1621,6,disagree,1,0,1
3242,1621,6,disagree,1,0,1
3243,1622,5,disagree,2,1,1
3244,1622,6,disagree,2,1,1
3245,1623,6,disagree,2,2,0
3246,1623,7,agree,1,1,0
3247,1624,8,agree,0,1,2
3248,1624,8,agree,0,0,4
3249,1625,10,agree,1,1,0
3250,1625,5,agree,1,0,1
3251,1626,9,agree,1,4,0
3252,1626,8,agree,0,2,2
3253,1627,10,agree,1,0,0
3254,1627,6,agree,0,3,0
3255,1628,7,agree,1,0,1
3256,1628,4,agree,0,2,1
3257,1629,8,agree,1,1,0
3258,1629,10,agree,0,2,2
3259,1630,6,agree,3,0,0
3260,1630,no,agreement,agreement,NA,NA
3261,1631,no,agreement,agreement,NA,NA
3262,1631,7,agree,0,1,1
3263,1632,8,agree,2,1,0
3264,1632,7,agree,0,1,0
3265,1633,9,agree,1,0,4
3266,1633,8,agree,1,1,0
3267,1634,6,agree,0,2,2
3268,1634,5,agree,2,0,3
3269,1635,10,agree,0,1,0
3270,1635,disconnect,agree,,NA,NA
3271,1636,disconnect,agree,,NA,NA
3272,1636,9,agree,2,0,3
3273,1637,7,agree,0,1,0
3274,1637,6,agree,0,1,2
3275,1638,8,agree,1,0,1
3276,1638,6,disagree,2,0,0
3277,1639,no,agreement,agreement,NA,NA
3278,1639,6,agree,2,1,0
3279,1640,9,agree,0,2,1
3280,1640,6,agree,1,0,1
3281,1641,8,agree,0,4,0
3282,1641,6,agree,0,1,2
3283,1642,7,agree,1,2,0
3284,1642,6,disagree,3,0,0
3285,1643,no,agreement,agreement,NA,NA
3286,1643,9,agree,0,1,0
3287,1644,9,agree,1,0,3
3288,1644,9,agree,1,0,0
3289,1645,5,agree,0,1,4
3290,1645,8,agree,0,1,0
3291,1646,8,agree,2,0,2
3292,1646,6,agree,0,1,4
3293,1647,7,agree,1,1,0
3294,1647,6,agree,3,0,0
3295,1648,10,agree,0,1,2
3296,1648,7,agree,0,4,1
3297,1649,6,agree,1,0,0
3298,1649,no,agreement,agreement,NA,NA
3299,1650,5,agree,3,2,0
3300,1650,10,agree,0,0,1
3301,1651,6,agree,0,0,3
3302,1651,10,agree,1,2,0
3303,1652,6,agree,0,1,1
3304,1652,8,agree,2,0,2
3305,1653,7,agree,0,0,1
3306,1653,7,agree,2,3,0
3307,1654,9,agree,0,1,1
3308,1654,9,agree,2,1,0
3309,1655,4,agree,1,2,0
3310,1655,8,agree,0,1,1
3311,1656,6,disagree,1,2,1
3312,1656,9,agree,0,0,3
3313,1657,7,agree,1,1,0
3314,1657,5,agree,1,0,3
3315,1658,6,agree,0,1,0
3316,1658,6,agree,3,0,0
3317,1659,10,agree,0,2,1
3318,1659,no,agreement,agreement,NA,NA
3319,1660,no,agreement,agreement,NA,NA
3320,1660,7,disagree,1,0,0
3321,1661,no,agreement,agreement,NA,NA
3322,1661,8,disagree,0,2,0
3323,1662,6,disagree,3,0,0
3324,1662,8,disagree,1,1,1
3325,1663,7,agree,0,1,1
3326,1663,7,agree,1,0,2
3327,1664,10,disagree,2,2,1
3328,1664,9,disagree,0,2,1
3329,1665,6,agree,0,1,1
3330,1665,8,agree,2,0,1
3331,1666,5,agree,0,2,1
3332,1666,5,agree,1,0,1
3333,1667,8,agree,2,0,1
3334,1667,7,agree,0,2,1
3335,1668,8,agree,0,1,2
3336,1668,6,agree,2,1,0
3337,1669,7,agree,3,0,2
3338,1669,10,agree,0,1,0
3339,1670,8,agree,1,0,1
3340,1670,9,agree,1,4,0
3341,1671,5,agree,3,1,0
3342,1671,9,agree,0,1,1
3343,1672,9,agree,0,3,2
3344,1672,8,agree,1,0,0
3345,1673,7,disagree,1,3,1
3346,1673,9,disagree,1,0,1
3347,1674,10,agree,0,0,2
3348,1674,8,agree,1,3,0
3349,1675,5,agree,2,3,0
3350,1675,10,agree,0,0,1
3351,1676,6,disagree,2,1,1
3352,1676,5,disagree,0,1,1
3353,1677,8,agree,2,1,0
3354,1677,6,agree,0,1,1
3355,1678,7,agree,0,2,1
3356,1678,5,agree,1,1,0
3357,1679,10,agree,2,1,0
3358,1679,6,agree,0,0,3
3359,1680,8,agree,1,0,1
3360,1680,7,agree,0,1,2
3361,1681,8,agree,0,4,0
3362,1681,10,agree,1,0,1
3363,1682,10,agree,1,0,2
3364,1682,8,agree,0,4,0
3365,1683,6,agree,1,0,2
3366,1683,7,agree,1,1,0
3367,1684,10,agree,0,1,0
3368,1684,9,agree,1,0,3
3369,1685,10,disagree,1,2,2
3370,1685,6,agree,0,0,2
3371,1686,6,agree,1,1,1
3372,1686,10,agree,1,1,0
3373,1687,9,agree,0,0,3
3374,1687,7,disagree,1,1,0
3375,1688,10,disagree,1,1,3
3376,1688,10,disagree,0,2,1
3377,1689,4,disagree,2,0,0
3378,1689,no,agreement,agreement,NA,NA
3379,1690,no,agreement,agreement,NA,NA
3380,1690,10,agree,2,3,0
3381,1691,8,agree,0,0,2
3382,1691,9,disagree,0,1,1
3383,1692,10,disagree,2,1,2
3384,1692,8,disagree,1,2,0
3385,1693,6,agree,0,3,0
3386,1693,10,agree,1,0,2
3387,1694,8,agree,0,1,1
3388,1694,6,agree,2,2,0
3389,1695,6,agree,0,3,0
3390,1695,10,agree,1,0,2
3391,1696,10,agree,2,1,0
3392,1696,6,agree,0,0,3
3393,1697,8,agree,0,1,1
3394,1697,7,agree,2,0,1
3395,1698,no,agreement,agreement,NA,NA
3396,1698,no,agreement,agreement,NA,NA
3397,1699,6,agree,1,2,0
3398,1699,8,agree,0,0,2
3399,1700,6,agree,0,3,0
3400,1700,10,agree,2,0,1
3401,1701,6,agree,0,0,1
3402,1701,6,agree,3,1,0
3403,1702,7,agree,0,1,3
3404,1702,6,agree,3,0,0
3405,1703,6,agree,3,0,0
3406,1703,10,agree,0,1,1
3407,1704,9,agree,0,1,0
3408,1704,9,agree,1,0,3
3409,1705,10,disagree,3,1,1
3410,1705,7,agree,0,2,1
3411,1706,5,agree,1,0,1
3412,1706,6,agree,0,3,0
3413,1707,10,agree,1,0,1
3414,1707,6,agree,4,2,0
3415,1708,6,agree,0,0,1
3416,1708,6,agree,2,1,0
3417,1709,6,agree,2,0,1
3418,1709,8,agree,4,0,0
3419,1710,10,agree,0,1,2
3420,1710,8,disagree,0,0,2
3421,1711,no,agreement,agreement,NA,NA
3422,1711,no,agreement,agreement,NA,NA
3423,1712,no,agreement,agreement,NA,NA
3424,1712,no,agreement,agreement,NA,NA
3425,1713,no,agreement,agreement,NA,NA
3426,1713,no,agreement,agreement,NA,NA
3427,1714,10,agree,1,1,0
3428,1714,6,agree,0,3,1
3429,1715,8,agree,2,2,0
3430,1715,6,agree,0,0,1
3431,1716,6,agree,1,0,1
3432,1716,9,agree,0,4,1
3433,1717,8,agree,0,3,1
3434,1717,5,agree,1,0,1
3435,1718,8,agree,0,1,0
3436,1718,8,agree,2,0,2
3437,1719,5,agree,1,0,1
3438,1719,7,agree,2,1,0
3439,1720,8,agree,0,1,0
3440,1720,7,agree,1,0,4
3441,1721,no,agreement,agreement,NA,NA
3442,1721,no,agreement,agreement,NA,NA
3443,1722,no,agreement,agreement,NA,NA
3444,1722,no,agreement,agreement,NA,NA
3445,1723,5,agree,1,1,1
3446,1723,5,agree,1,1,1
3447,1724,6,agree,0,0,3
3448,1724,10,agree,2,1,0
3449,1725,6,agree,3,0,0
3450,1725,7,agree,0,3,1
3451,1726,6,agree,0,0,1
3452,1726,10,agree,3,1,0
3453,1727,7,disagree,1,0,0
3454,1727,7,disagree,0,3,1
3455,1728,6,disagree,3,0,0
3456,1728,7,disagree,0,1,1
3457,1729,7,disagree,2,1,0
3458,1729,5,disagree,2,1,0
3459,1730,6,agree,2,2,0
3460,1730,6,agree,0,2,1
3461,1731,6,agree,1,0,2
3462,1731,7,agree,2,1,0
3463,1732,6,agree,0,0,2
3464,1732,8,agree,3,1,0
3465,1733,7,agree,1,0,2
3466,1733,6,agree,0,3,0
3467,1734,no,agreement,agreement,NA,NA
3468,1734,no,agreement,agreement,NA,NA
3469,1735,no,agreement,agreement,NA,NA
3470,1735,no,agreement,agreement,NA,NA
3471,1736,7,agree,1,0,2
3472,1736,6,agree,0,1,2
3473,1737,no,agreement,agreement,NA,NA
3474,1737,4,disagree,0,1,0
3475,1738,8,agree,0,3,1
3476,1738,8,agree,1,0,1
3477,1739,no,agreement,agreement,NA,NA
3478,1739,no,agreement,agreement,NA,NA
3479,1740,6,agree,2,0,1
3480,1740,10,agree,0,2,0
3481,1741,no,agreement,agreement,NA,NA
3482,1741,no,agreement,agreement,NA,NA
3483,1742,10,agree,0,4,1
3484,1742,3,agree,1,0,0
3485,1743,10,agree,0,0,1
3486,1743,7,agree,1,3,0
3487,1744,5,agree,1,0,2
3488,1744,5,agree,1,1,1
3489,1745,7,agree,1,0,1
3490,1745,8,agree,1,3,0
3491,1746,10,disagree,1,1,0
3492,1746,no,agreement,agreement,NA,NA
3493,1747,6,agree,1,0,1
3494,1747,9,agree,0,2,1
3495,1748,7,agree,1,2,0
3496,1748,7,agree,1,0,2
3497,1749,6,agree,0,2,0
3498,1749,10,agree,2,0,1
3499,1750,7,agree,3,0,1
3500,1750,10,agree,0,2,1
3501,1751,6,agree,0,3,0
3502,1751,7,agree,1,0,1
3503,1752,6,agree,0,0,3
3504,1752,10,agree,1,1,0
3505,1753,10,agree,0,1,0
3506,1753,9,agree,4,0,1
3507,1754,6,disagree,2,0,1
3508,1754,10,disagree,0,2,1
3509,1755,8,agree,0,0,4
3510,1755,10,agree,1,2,0
3511,1756,8,agree,3,1,0
3512,1756,7,agree,1,0,2
3513,1757,6,agree,0,2,0
3514,1757,8,agree,1,0,2
3515,1758,8,agree,0,0,2
3516,1758,10,agree,2,2,0
3517,1759,6,agree,0,3,0
3518,1759,7,agree,2,0,1
3519,1760,no,agreement,agreement,NA,NA
3520,1760,6,disagree,1,0,1
3521,1761,6,agree,1,1,0
3522,1761,7,agree,0,2,3
3523,1762,7,agree,1,1,0
3524,1762,8,agree,0,2,1
3525,1763,no,agreement,agreement,NA,NA
3526,1763,no,agreement,agreement,NA,NA
3527,1764,8,agree,0,0,2
3528,1764,8,agree,2,1,0
3529,1765,8,agree,2,1,0
3530,1765,4,agree,0,1,1
3531,1766,10,agree,1,0,1
3532,1766,9,agree,0,3,0
3533,1767,no,agreement,agreement,NA,NA
3534,1767,no,agreement,agreement,NA,NA
3535,1768,6,agree,0,0,1
3536,1768,6,agree,3,1,0
3537,1769,8,agree,0,2,1
3538,1769,8,agree,1,2,0
3539,1770,10,agree,1,0,1
3540,1770,8,agree,2,1,0
3541,1771,no,agreement,agreement,NA,NA
3542,1771,no,agreement,agreement,NA,NA
3543,1772,10,agree,1,4,0
3544,1772,7,agree,0,0,1
3545,1773,9,agree,0,3,0
3546,1773,10,agree,1,0,2
3547,1774,8,agree,0,4,0
3548,1774,10,agree,1,0,1
3549,1775,5,agree,1,1,1
3550,1775,5,agree,1,1,1
3551,1776,8,agree,2,0,3
3552,1776,10,agree,0,2,0
3553,1777,no,agreement,agreement,NA,NA
3554,1777,no,agreement,agreement,NA,NA
3555,1778,10,disagree,2,0,1
3556,1778,10,agree,0,2,1
3557,1779,6,agree,3,0,0
3558,1779,6,agree,2,0,0
3559,1780,6,agree,0,2,1
3560,1780,10,agree,1,0,1
3561,1781,4,agree,0,4,0
3562,1781,6,agree,0,3,0
3563,1782,10,agree,3,0,1
3564,1782,6,agree,0,0,1
3565,1783,6,agree,3,2,0
3566,1783,10,agree,0,0,2
3567,1784,8,agree,1,3,0
3568,1784,9,agree,0,3,0
3569,1785,4,agree,1,0,1
3570,1785,8,agree,0,1,1
3571,1786,6,agree,2,0,1
3572,1786,10,agree,0,0,2
3573,1787,8,agree,3,1,0
3574,1787,no,agreement,agreement,NA,NA
3575,1788,no,agreement,agreement,NA,NA
3576,1788,9,agree,0,0,1
3577,1789,6,agree,3,1,0
3578,1789,8,agree,0,4,0
3579,1790,6,agree,2,0,1
3580,1790,6,agree,1,2,0
3581,1791,8,agree,1,0,2
3582,1791,7,agree,1,0,3
3583,1792,6,agree,0,1,0
3584,1792,10,disagree,0,1,3
3585,1793,8,agree,0,0,1
3586,1793,6,agree,2,2,0
3587,1794,7,agree,0,1,3
3588,1794,8,agree,2,1,0
3589,1795,no,agreement,agreement,NA,NA
3590,1795,no,agreement,agreement,NA,NA
3591,1796,10,agree,0,1,1
3592,1796,7,agree,1,0,3
3593,1797,7,agree,1,0,3
3594,1797,10,agree,1,2,0
3595,1798,7,agree,0,1,1
3596,1798,6,agree,3,0,0
3597,1799,6,agree,2,0,0
3598,1799,8,agree,0,2,1
3599,1800,4,agree,1,0,0
3600,1800,7,agree,0,3,1
3601,1801,6,agree,1,0,0
3602,1801,8,agree,0,2,2
3603,1802,no,agreement,agreement,NA,NA
3604,1802,no,agreement,agreement,NA,NA
3605,1803,2,disagree,0,1,0
3606,1803,10,disagree,1,2,0
3607,1804,6,agree,1,1,0
3608,1804,6,agree,1,0,3
3609,1805,6,agree,0,1,4
3610,1805,9,agree,1,0,0
3611,1806,5,agree,0,0,1
3612,1806,7,agree,4,1,0
3613,1807,8,agree,2,2,0
3614,1807,6,agree,0,0,1
3615,1808,9,agree,3,0,1
3616,1808,10,agree,0,1,0
3617,1809,6,agree,1,0,1
3618,1809,6,agree,0,4,1
3619,1810,10,agree,0,1,2
3620,1810,8,agree,4,0,0
3621,1811,4,agree,0,1,3
3622,1811,8,agree,1,0,0
3623,1812,8,agree,2,1,0
3624,1812,7,agree,2,0,1
3625,1813,9,agree,1,0,1
3626,1813,8,agree,1,2,0
3627,1814,no,agreement,agreement,NA,NA
3628,1814,7,disagree,1,1,0
3629,1815,10,agree,2,2,0
3630,1815,8,agree,0,0,1
3631,1816,8,agree,1,0,0
3632,1816,6,agree,0,2,2
3633,1817,7,agree,1,0,0
3634,1817,7,agree,0,3,1
3635,1818,7,agree,1,0,0
3636,1818,10,agree,0,2,3
3637,1819,6,agree,0,1,1
3638,1819,8,agree,2,2,0
3639,1820,6,agree,2,1,0
3640,1820,6,agree,1,0,1
3641,1821,8,agree,2,0,1
3642,1821,6,agree,1,2,0
3643,1822,10,disagree,2,0,0
3644,1822,8,agree,3,1,0
3645,1823,10,agree,0,0,2
3646,1823,10,agree,2,0,2
3647,1824,6,agree,0,3,0
3648,1824,7,agree,0,1,4
3649,1825,10,agree,1,0,0
3650,1825,10,agree,2,0,2
3651,1826,6,agree,0,3,0
3652,1826,10,agree,1,1,0
3653,1827,8,agree,0,0,4
3654,1827,7,agree,2,0,1
3655,1828,8,agree,0,2,1
3656,1828,10,agree,1,2,0
3657,1829,8,agree,0,0,2
3658,1829,8,agree,1,0,1
3659,1830,6,agree,0,2,1
3660,1830,6,agree,0,1,1
3661,1831,8,agree,3,0,1
3662,1831,7,agree,0,1,1
3663,1832,8,agree,2,0,1
3664,1832,8,agree,2,2,0
3665,1833,8,agree,0,0,1
3666,1833,10,disagree,0,1,0
3667,1834,4,disagree,1,0,3
3668,1834,no,agreement,agreement,NA,NA
3669,1835,no,agreement,agreement,NA,NA
3670,1835,6,agree,2,1,0
3671,1836,6,agree,2,0,1
3672,1836,10,agree,3,1,0
3673,1837,3,agree,0,0,3
3674,1837,10,agree,3,1,0
3675,1838,8,agree,0,0,2
3676,1838,10,agree,4,0,2
3677,1839,8,agree,0,1,0
3678,1839,6,agree,2,0,4
3679,1840,10,agree,0,1,0
3680,1840,no,agreement,agreement,NA,NA
3681,1841,no,agreement,agreement,NA,NA
3682,1841,8,agree,0,2,2
3683,1842,10,agree,2,0,0
3684,1842,6,agree,3,0,0
3685,1843,10,agree,0,1,1
3686,1843,6,agree,2,0,1
3687,1844,10,agree,0,2,0
3688,1844,no,agreement,agreement,NA,NA
3689,1845,no,agreement,agreement,NA,NA
3690,1845,7,agree,0,3,1
3691,1846,7,agree,1,1,0
3692,1846,6,agree,0,3,1
3693,1847,7,agree,1,0,1
3694,1847,6,agree,1,0,1
3695,1848,9,agree,1,2,0
3696,1848,8,agree,0,2,1
3697,1849,7,agree,2,0,1
3698,1849,5,agree,1,0,1
3699,1850,6,agree,0,2,1
3700,1850,10,agree,0,2,0
3701,1851,8,agree,3,0,2
3702,1851,no,agreement,agreement,NA,NA
3703,1852,no,agreement,agreement,NA,NA
3704,1852,6,agree,3,1,0
3705,1853,10,agree,0,0,2
3706,1853,8,agree,0,4,0
3707,1854,10,agree,1,0,1
3708,1854,8,agree,3,2,0
3709,1855,7,agree,1,0,1
3710,1855,10,agree,1,0,2
3711,1856,6,agree,0,3,0
3712,1856,no,agreement,agreement,NA,NA
3713,1857,no,agreement,agreement,NA,NA
3714,1857,5,agree,1,1,0
3715,1858,6,agree,2,0,1
3716,1858,8,agree,0,0,2
3717,1859,10,agree,1,2,0
3718,1859,8,disagree,0,0,1
3719,1860,6,disagree,0,1,1
3720,1860,6,agree,2,0,1
3721,1861,9,agree,0,1,2
3722,1861,10,disagree,2,1,0
3723,1862,7,agree,1,1,0
3724,1862,6,agree,0,1,4
3725,1863,disconnect,agree,,NA,NA
3726,1863,no,agreement,agreement,NA,NA
3727,1864,no,agreement,agreement,NA,NA
3728,1864,8,agree,3,0,1
3729,1865,8,agree,0,1,1
3730,1865,10,agree,1,2,0
3731,1866,6,agree,0,0,2
3732,1866,6,agree,0,1,1
3733,1867,8,agree,4,0,0
3734,1867,6,agree,0,2,0
3735,1868,4,agree,1,0,3
3736,1868,4,agree,2,0,0
3737,1869,10,agree,0,1,3
3738,1869,5,agree,1,0,0
3739,1870,6,agree,0,1,3
3740,1870,10,disagree,1,3,0
3741,1871,8,agree,0,0,4
3742,1871,6,agree,1,1,0
3743,1872,no,agreement,agreement,NA,NA
3744,1872,no,agreement,agreement,NA,NA
3745,1873,6,agree,1,4,0
3746,1873,10,agree,0,0,2
3747,1874,disconnect,agree,,NA,NA
3748,1874,disconnect,agree,,NA,NA
3749,1875,7,agree,1,0,1
3750,1875,9,agree,0,3,0
3751,1876,4,disagree,0,2,0
3752,1876,10,disagree,3,2,1
3753,1877,8,agree,1,1,1
3754,1877,6,agree,2,0,0
3755,1878,7,agree,0,1,1
3756,1878,5,agree,2,0,1
3757,1879,5,agree,4,1,0
3758,1879,10,agree,0,0,1
3759,1880,3,disagree,1,1,0
3760,1880,6,agree,1,1,0
3761,1881,7,agree,0,3,1
3762,1881,5,disagree,1,0,1
3763,1882,6,disagree,0,1,1
3764,1882,8,agree,1,1,0
3765,1883,7,agree,0,1,3
3766,1883,7,agree,1,0,1
3767,1884,6,agree,0,3,0
3768,1884,10,agree,2,0,0
3769,1885,6,agree,0,4,1
3770,1885,7,agree,0,1,1
3771,1886,6,agree,2,1,0
3772,1886,9,agree,1,2,0
3773,1887,7,agree,1,0,3
3774,1887,9,agree,0,1,2
3775,1888,7,agree,3,1,0
3776,1888,10,agree,2,0,1
3777,1889,9,agree,0,3,0
3778,1889,8,agree,1,0,0
3779,1890,5,agree,0,3,2
3780,1890,8,disagree,1,0,2
3781,1891,4,disagree,1,2,0
3782,1891,8,agree,0,2,1
3783,1892,8,agree,2,0,0
3784,1892,7,agree,1,1,0
3785,1893,6,agree,0,2,1
3786,1893,7,agree,0,1,1
3787,1894,8,agree,1,2,0
3788,1894,8,agree,1,1,0
3789,1895,6,agree,2,0,2
3790,1895,6,agree,0,1,2
3791,1896,8,agree,2,0,0
3792,1896,8,agree,0,2,1
3793,1897,8,agree,2,0,0
3794,1897,5,agree,0,1,2
3795,1898,6,agree,1,1,1
3796,1898,8,agree,0,1,1
3797,1899,7,agree,3,0,1
3798,1899,10,agree,1,0,3
3799,1900,9,agree,0,3,0
3800,1900,9,agree,0,1,1
3801,1901,6,agree,4,1,0
3802,1901,8,agree,1,2,0
3803,1902,8,agree,1,0,2
3804,1902,5,agree,1,1,1
3805,1903,5,agree,1,1,1
3806,1903,no,agreement,agreement,NA,NA
3807,1904,no,agreement,agreement,NA,NA
3808,1904,8,agree,2,0,0
3809,1905,8,agree,0,1,2
3810,1905,7,agree,1,4,0
3811,1906,8,agree,1,0,1
3812,1906,no,agreement,agreement,NA,NA
3813,1907,no,agreement,agreement,NA,NA
3814,1907,6,disagree,2,0,0
3815,1908,5,disagree,0,0,1
3816,1908,8,agree,0,1,2
3817,1909,8,agree,1,1,0
3818,1909,7,agree,3,0,1
3819,1910,8,agree,0,2,1
3820,1910,9,agree,0,3,0
3821,1911,7,agree,2,0,1
3822,1911,7,agree,0,3,2
3823,1912,8,agree,1,0,1
3824,1912,10,disagree,1,0,2
3825,1913,8,agree,1,1,0
3826,1913,9,agree,1,0,3
3827,1914,no,agreement,agreement,NA,NA
3828,1914,no,agreement,agreement,NA,NA
3829,1915,6,agree,0,0,3
3830,1915,7,agree,1,1,0
3831,1916,no,agreement,agreement,NA,NA
3832,1916,no,agreement,agreement,NA,NA
3833,1917,6,disagree,0,3,0
3834,1917,9,disagree,0,0,1
3835,1918,6,disagree,0,1,1
3836,1918,10,disagree,1,0,1
3837,1919,6,agree,0,0,3
3838,1919,10,agree,1,1,0
3839,1920,6,agree,4,0,1
3840,1920,9,agree,0,1,0
3841,1921,6,agree,0,0,3
3842,1921,10,agree,2,1,0
3843,1922,6,disagree,0,1,1
3844,1922,7,disagree,3,1,1
3845,1923,6,agree,1,0,2
3846,1923,7,agree,1,1,0
3847,1924,8,agree,0,0,2
3848,1924,6,agree,2,3,0
3849,1925,8,agree,1,3,0
3850,1925,6,agree,1,0,2
3851,1926,6,agree,0,2,4
3852,1926,10,agree,1,0,0
3853,1927,8,agree,0,2,2
3854,1927,8,agree,2,0,0
3855,1928,6,agree,0,1,1
3856,1928,8,agree,2,0,2
3857,1929,no,agreement,agreement,NA,NA
3858,1929,no,agreement,agreement,NA,NA
3859,1930,10,agree,2,0,1
3860,1930,6,agree,0,3,0
3861,1931,6,agree,1,4,0
3862,1931,10,agree,0,0,2
3863,1932,6,agree,0,1,2
3864,1932,5,agree,1,0,2
3865,1933,10,agree,0,1,1
3866,1933,6,agree,3,0,0
3867,1934,8,agree,2,0,1
3868,1934,8,agree,0,2,0
3869,1935,8,agree,3,0,1
3870,1935,7,agree,0,1,1
3871,1936,6,agree,3,3,0
3872,1936,10,agree,0,0,1
3873,1937,7,agree,1,1,2
3874,1937,6,agree,0,3,0
3875,1938,6,agree,1,2,0
3876,1938,8,agree,2,0,1
3877,1939,7,agree,1,0,1
3878,1939,6,agree,0,3,0
3879,1940,no,agreement,agreement,NA,NA
3880,1940,no,agreement,agreement,NA,NA
3881,1941,9,agree,3,0,0
3882,1941,10,agree,0,2,1
3883,1942,10,agree,0,1,3
3884,1942,6,agree,3,0,0
3885,1943,5,agree,1,1,1
3886,1943,5,agree,2,0,1
3887,1944,10,agree,2,0,0
3888,1944,6,agree,0,4,1
3889,1945,9,agree,0,2,1
3890,1945,5,agree,2,0,1
3891,1946,8,agree,2,0,0
3892,1946,8,agree,0,3,1
3893,1947,6,agree,3,0,0
3894,1947,7,agree,0,1,2
3895,1948,8,agree,0,3,1
3896,1948,7,agree,1,1,0
3897,1949,7,agree,3,1,0
3898,1949,6,agree,1,0,1
3899,1950,10,agree,0,0,2
3900,1950,8,agree,2,1,0
3901,1951,7,agree,3,1,0
3902,1951,7,agree,0,1,2
3903,1952,8,agree,0,0,2
3904,1952,10,agree,2,2,0
3905,1953,10,agree,1,1,0
3906,1953,9,agree,0,0,3
3907,1954,no,agreement,agreement,NA,NA
3908,1954,no,agreement,agreement,NA,NA
3909,1955,6,agree,1,1,0
3910,1955,6,agree,1,0,2
3911,1956,6,agree,3,0,0
3912,1956,10,agree,0,2,1
3913,1957,6,agree,0,0,3
3914,1957,10,agree,2,1,0
3915,1958,7,agree,1,0,2
3916,1958,9,agree,0,1,2
3917,1959,6,agree,0,1,0
3918,1959,9,agree,1,0,3
3919,1960,8,agree,0,2,0
3920,1960,10,agree,2,0,1
3921,1961,5,agree,0,1,0
3922,1961,6,agree,3,0,2
3923,1962,6,agree,1,1,1
3924,1962,5,agree,1,2,0
3925,1963,7,agree,3,0,1
3926,1963,8,agree,0,1,0
3927,1964,8,agree,4,0,0
3928,1964,10,agree,0,1,1
3929,1965,9,agree,3,0,0
3930,1965,7,agree,0,1,2
3931,1966,4,disagree,3,0,2
3932,1966,10,disagree,3,1,0
3933,1967,8,disagree,0,1,0
3934,1967,10,disagree,0,2,0
3935,1968,8,disagree,0,0,2
3936,1968,6,agree,0,4,1
3937,1969,7,agree,1,0,0
3938,1969,no,agreement,agreement,NA,NA
3939,1970,no,agreement,agreement,NA,NA
3940,1970,8,agree,0,2,2
3941,1971,10,agree,2,0,0
